Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2016,2016,2016,4,0,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1187248,,1187248,,341409194,,,6
H4,2016,2016,2016,4,0,2,Export,642,Romania,ROU,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,42631,,42631,,13234991,,,6
H4,2016,2016,2016,4,0,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,7269217,,7269217,,1423768609,,,6
H4,2016,2016,2016,4,0,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,2086748,,2086748,,152246945,,,6
H4,2016,2016,2016,4,0,1,Import,646,Rwanda,RWA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",1,No Quantity,,,,,,,8927082,,,0
H4,2016,2016,2016,4,0,2,Export,646,Rwanda,RWA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",1,No Quantity,,,,,,,96,,,0
H4,2016,2016,2016,4,0,1,Import,662,Saint Lucia,LCA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,2462,,2462,,168960,,,0
H4,2016,2016,2016,4,0,1,Import,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,4221151,,4221151,,583949530,,,6
H4,2016,2016,2016,4,0,2,Export,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,635364,,635364,,15760020,,,6
H4,2016,2016,2016,4,0,1,Import,686,Senegal,SEN,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,113299,,113299,,6497117,,,0
H4,2016,2016,2016,4,0,2,Export,686,Senegal,SEN,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,142701,,142701,,4591987,,,0
H4,2016,2016,2016,4,0,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,306889,,306889,,50657526,,,6
H4,2016,2016,2016,4,0,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,14815,,14815,,2539157,,,6
H4,2016,2016,2016,4,0,1,Import,699,India,IND,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1413426,,1413426,,588626191,,,6
H4,2016,2016,2016,4,0,2,Export,699,India,IND,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,5130756,,5130756,,790524838,,,6
H4,2016,2016,2016,4,0,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",1,No Quantity,,,,,,,475031154,,,0
H4,2016,2016,2016,4,0,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",1,No Quantity,,,,,,,908516088,,,0
H4,2016,2016,2016,4,0,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,678760,,678760,,363524630,,,6
H4,2016,2016,2016,4,0,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,117264,,117264,,16745680,,,6
H4,2016,2016,2016,4,0,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,330561,,330561,,166530308,,,6
H4,2016,2016,2016,4,0,2,Export,705,Slovenia,SVN,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,773578,,773578,,177155555,,,6
H4,2016,2016,2016,4,0,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1795275,,1795275,,332527280,,,0
H4,2016,2016,2016,4,0,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,875452,,875452,,41797985,,,0
H4,2016,2016,2016,4,0,4,Re-Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,30,,30,,22163,,,0
H4,2016,2016,2016,4,0,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,272281,,272281,,22263581,,,0
H4,2016,2016,2016,4,0,2,Export,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1790,,1790,,96547,,,0
H4,2016,2016,2016,4,0,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,10760128,,10760128,,2841303755,,,0
H4,2016,2016,2016,4,0,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,20158837,,20158837,,2300405984,,,0
H4,2016,2016,2016,4,0,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,2567500,,2567500,,1162155770,,,6
H4,2016,2016,2016,4,0,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1333294,,1333294,,1222334704,,,6
H4,2016,2016,2016,4,0,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,8951747,,8951747,,7478497581,,,6
H4,2016,2016,2016,4,0,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,7298537,,7298537,,26339740100,,,6
H4,2016,2016,2016,4,0,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1488006,,1488006,,433650051,,,6
H4,2016,2016,2016,4,0,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,912700,,912700,,27732610,,,6
H4,2016,2016,2016,4,0,4,Re-Import,764,Thailand,THA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,201,,201,,4397,,,6
H4,2016,2016,2016,4,0,1,Import,768,Togo,TGO,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,244239,,244239,,4747152,,,0
H4,2016,2016,2016,4,0,2,Export,768,Togo,TGO,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,84640,,84640,,27113,,,0
H4,2016,2016,2016,4,0,1,Import,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1251899,,1251899,,471984070,,,0
H4,2016,2016,2016,4,0,2,Export,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,342045,,342045,,7237794,,,0
H4,2016,2016,2016,4,0,3,Re-Export,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,331712,,331712,,6981956,,,0
H4,2016,2016,2016,4,0,1,Import,788,Tunisia,TUN,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,276628,,276628,,48712550,,,0
H4,2016,2016,2016,4,0,2,Export,788,Tunisia,TUN,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,957,,957,,148701,,,0
H4,2016,2016,2016,4,0,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,4374603,,4374603,,1320144522,,,0
H4,2016,2016,2016,4,0,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,3924061,,3924061,,185105908,,,0
H4,2016,2016,2016,4,0,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,362239,,362239,,63026737,,,0
H4,2016,2016,2016,4,0,2,Export,800,Uganda,UGA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,271971,,271971,,471825,,,0
H4,2016,2016,2016,4,0,3,Re-Export,800,Uganda,UGA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,44934,,44934,,235235,,,0
H4,2016,2016,2016,4,0,1,Import,807,TFYR of Macedonia,MKD,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,90512,,90512,,24999518,,,6
H4,2016,2016,2016,4,0,2,Export,807,TFYR of Macedonia,MKD,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,3228,,3228,,544983,,,6
H4,2016,2016,2016,4,0,1,Import,818,Egypt,EGY,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",1,No Quantity,,,,,,,154581548,,,0
H4,2016,2016,2016,4,0,2,Export,818,Egypt,EGY,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",1,No Quantity,,,,,,,210488,,,0
H4,2016,2016,2016,4,0,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,11751068,,11751068,,10001382681,,,6
H4,2016,2016,2016,4,0,2,Export,826,United Kingdom,GBR,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,28570553,,28570553,,8688090999,,,6
H4,2016,2016,2016,4,0,4,Re-Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,11360,,11360,,2391735,,,6
H4,2016,2016,2016,4,0,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1237953,,1237953,,46415361,,,6
H4,2016,2016,2016,4,0,2,Export,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,4108,,4108,,1158,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,18016725,,18016725,,20167930206,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,USA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,64073882,,64073882,,19124399108,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1000641,,1000641,,509365440,,,0
H4,2016,2016,2016,4,0,1,Import,854,Burkina Faso,BFA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,223727,,223727,,37626822,,,0
H4,2016,2016,2016,4,0,2,Export,854,Burkina Faso,BFA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,825,,825,,19496,,,0
H4,2016,2016,2016,4,0,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,444720,,444720,,69790655,,,0
H4,2016,2016,2016,4,0,2,Export,858,Uruguay,URY,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,2933974,,2933974,,32021505,,,0
H4,2016,2016,2016,4,0,1,Import,882,Samoa,WSM,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",1,No Quantity,,,,,,,418480,,,0
H4,2016,2016,2016,4,0,2,Export,882,Samoa,WSM,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",1,No Quantity,,,,,,,533,,,0
H3,2016,2016,2016,4,0,1,Import,28,Antigua and Barbuda,ATG,0,World,WLD,,,,,,,,3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",8,Weight in kilograms,,,1020,,1020,,41384,,,0
H3,2016,2016,2016,4,0,2,Export,28,Antigua and Barbuda,ATG,0,World,WLD,,,,,,,,3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",8,Weight in kilograms,,,33,,33,,1412,,,0
H3,2016,2016,2016,4,0,3,Re-Export,28,Antigua and Barbuda,ATG,0,World,WLD,,,,,,,,3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",8,Weight in kilograms,,,33,,33,,1412,,,0
H3,2016,2016,2016,4,0,1,Import,231,Ethiopia,ETH,0,World,WLD,,,,,,,,3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",8,Weight in kilograms,,,442239,,442239,,121813232,,,0
H3,2016,2016,2016,4,0,2,Export,231,Ethiopia,ETH,0,World,WLD,,,,,,,,3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",8,Weight in kilograms,,,47254,,47254,,1648601,,,0
H3,2016,2016,2016,4,0,1,Import,270,Gambia,GMB,0,World,WLD,,,,,,,,3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr",8,Weight in kilograms,,,8208,,8208,,177290,,,0
